City_Id,City,Country,Lat,Lon,Max Temp,Humidity,Cloudiness,Windspeed,Date
447,skjervoy,NO,70.03,20.97,35.6,69,75,3.36,1607372355
448,soe,ID,-9.86,124.28,67.59,98,100,3.4,1607372371
449,sorland,NO,67.67,12.69,41,75,20,18.34,1607372352
450,sorong,ID,-0.88,131.25,80.53,77,100,3.47,1607372330
451,soyo,AO,-6.13,12.37,78.76,83,100,8.32,1607372387
452,srednekolymsk,RU,67.45,153.68,-24,86,100,9.66,1607372405
453,stepnyak,KZ,52.83,70.78,11.08,91,88,16.62,1607372398
454,stornoway,GB,58.21,-6.39,44.6,87,100,13.87,1607372390
455,suamico,US,44.63,-88.04,36,69,90,6.93,1607372324
456,suntar,RU,62.14,117.63,-16.42,89,48,1.23,1607372421
457,sur,OM,22.57,59.53,75.43,68,0,10,1607372305
458,suraabad,AZ,40.82,49.47,41,80,90,2.24,1607372366
459,svetlogorsk,BY,52.63,29.73,21.34,88,0,13.69,1607372399
460,tabou,CI,4.42,-7.35,79.12,81,1,3.29,1607372397
461,tacub,PH,8.19,124.11,75,90,93,5.01,1607372408
462,tahe,CN,52.33,124.73,1.09,90,0,3.76,1607372327
463,takoradi,GH,4.88,-1.76,79.3,85,1,7.52,1607372398
464,talnakh,RU,69.49,88.4,-16.6,75,90,22.37,1607372377
465,taoudenni,ML,22.68,-3.98,64.98,28,0,11.52,1607372318
466,tasiilaq,GL,65.61,-37.64,17.6,67,0,2.24,1607372315
467,tautira,PF,-17.73,-149.15,77,83,75,11.41,1607372348
468,tazmalt,DZ,36.39,4.4,57.2,58,40,8.05,1607372377
469,tazovskiy,RU,67.47,78.7,-10.5,90,1,13.76,1607372415
470,te anau,NZ,-45.42,167.72,55.44,80,8,6.22,1607372398
471,teacapan,MX,22.55,-105.75,80.37,26,99,4.32,1607372383
472,the valley,AI,18.22,-63.06,86,78,20,11.41,1607372400
473,thinadhoo,MV,0.53,72.93,82.33,79,100,14.14,1607372338
474,thohoyandou,ZA,-22.95,30.48,67.53,87,100,2.06,1607372351
475,thunder bay,CA,48.4,-89.32,32,91,90,8.05,1607372410
476,tiksi,RU,71.69,128.87,-18.6,89,100,2.68,1607372315
477,tilichiki,RU,60.47,166.1,13.59,98,100,4.5,1607372307
478,tonekabon,IR,36.82,50.87,46.4,87,75,2.24,1607372231
479,torbay,CA,47.67,-52.73,46.99,93,90,3.36,1607372328
480,trinidad,BO,-14.83,-64.9,91.4,46,40,5.82,1607372333
481,tromso,NO,69.65,18.96,25,92,0,6.93,1607372412
482,tual,ID,-5.67,132.75,83.1,74,86,2.04,1607372415
483,tuatapere,NZ,-46.13,167.68,62.01,70,10,5.01,1607372333
484,tuktoyaktuk,CA,69.45,-133.04,3.2,84,90,6.93,1607372307
485,tura,IN,25.52,90.22,60.19,82,0,4.03,1607372344
486,turayf,SA,31.67,38.66,50,93,0,6.93,1607372420
487,turbat,PK,26,63.04,71.06,75,0,0.69,1607372304
488,ucluelet,CA,48.93,-125.55,48.99,93,90,9.17,1607372385
489,udachnyy,RU,66.42,112.4,-16.6,75,0,4.47,1607372355
490,ulaanbaatar,MN,47.91,106.88,-25.6,67,0,2.24,1607372156
491,umm lajj,SA,25.02,37.27,72.86,40,0,6.58,1607372390
492,upernavik,GL,72.79,-56.15,18.12,96,100,11.68,1607372317
493,ushuaia,AR,-54.8,-68.3,55.4,66,40,3.36,1607372304
494,vaini,TO,-21.2,-175.2,78.8,88,75,9.17,1607372309
495,vanimo,PG,-2.67,141.3,77.76,85,100,4.25,1607372379
496,verkhnyaya maksakovka,RU,61.63,50.97,19.4,73,0,6.71,1607372415
497,vestmannaeyjar,IS,63.44,-20.27,40.03,76,100,23.6,1607372377
498,victoria,HK,22.29,114.16,66,68,63,11.72,1607372230
499,viedma,AR,-40.81,-63,93,16,2,11.01,1607372395
500,vieste,IT,41.88,16.18,54,81,20,3.36,1607372427
501,vila franca do campo,PT,37.72,-25.43,59,77,75,2.24,1607372303
502,vila velha,BR,-20.33,-40.29,84.2,66,20,17.22,1607372420
503,villa bruzual,VE,9.33,-69.12,83.08,74,96,2.59,1607372323
504,villazon,BO,-22.09,-65.59,65.77,30,35,10.63,1607372381
505,visnes,NO,59.36,5.22,48.99,61,75,23.04,1607372302
506,vostok,RU,46.49,135.88,-1.12,95,90,5.17,1607372425
507,waddan,LY,29.16,16.14,52.74,34,0,1.83,1607372337
508,wahiawa,US,21.5,-158.02,80.6,88,90,4.7,1607372339
509,waingapu,ID,-9.66,120.26,79.92,82,100,6.53,1607372378
510,wakkanai,JP,45.41,141.67,29.44,91,100,15.59,1607372403
511,wanlaweyn,SO,2.62,44.89,78.84,76,100,12.46,1607372381
512,warnes,BO,-17.5,-63.17,89.6,43,75,8.05,1607372418
513,warragul,AU,-38.17,145.93,48,94,85,4,1607372306
514,wasilla,US,61.58,-149.44,28.4,68,1,6.93,1607372229
515,west bay,KY,19.37,-81.42,84.99,70,20,11.41,1607372435
516,westport,US,41.14,-73.36,39.99,48,1,8.05,1607372356
517,whitehorse,CA,60.72,-135.05,30.99,92,75,12.75,1607372304
518,winnemucca,US,40.97,-117.74,44.6,45,1,3.36,1607372379
519,xai-xai,MZ,-25.05,33.64,71.26,85,0,9.48,1607372404
520,xining,CN,36.62,101.77,18.01,84,88,4.14,1607372390
521,xuddur,SO,4.12,43.89,82.54,48,80,12.64,1607372430
522,yaan,NG,7.38,8.57,85.75,37,0,1.83,1607372341
523,yakovlevka,RU,44.42,133.48,10.49,91,1,3.44,1607372392
524,yamada,JP,39.47,141.95,40.66,83,89,5.48,1607372382
525,yantzaza,EC,-3.83,-78.76,84.2,39,75,11.41,1607372340
526,yar-sale,RU,66.83,70.83,-3.3,87,0,7.02,1607372388
527,yellowknife,CA,62.46,-114.35,19.99,92,75,8.05,1607372102
528,yen bai,VN,21.7,104.87,62.62,72,100,2.15,1607372332
529,yerbogachen,RU,61.28,108.01,8.08,94,100,9.48,1607372375
530,yukhnov,RU,54.74,35.23,16.81,94,0,7.07,1607372344
531,yulara,AU,-25.24,130.99,73.4,24,0,10.29,1607372429
532,yurginskoye,RU,56.82,67.39,21.27,98,98,8.19,1607372326
533,zhangye,CN,38.93,100.45,23.32,79,66,2.26,1607372352
534,zhezkazgan,KZ,47.8,67.71,2.61,93,0,8.66,1607372335
535,zhigansk,RU,66.77,123.37,-24.7,87,100,3.27,1607372388
